name cluster chr start end freq
cMAR-17519 5527 chr17 42666601 42666801 35
cMAR-19659 5527 chr17 42720271 42720456 35
cMAR-19829 5527 chr17 42614842 42615043 35
cMAR-733 1683 chr3 142380075 142380183 34
cMAR-1661 1683 chr3 142562914 142563119 34
cMAR-2210 1683 chr3 142371217 142371346 34
cMAR-3124 1683 chr3 142536105 142536206 34
cMAR-3834 1683 chr3 142553823 142553935 34
cMAR-4631 1683 chr3 142365044 142365189 34
cMAR-4905 1683 chr3 142426741 142426848 34
cMAR-5768 1683 chr3 142496342 142496531 34
cMAR-6089 1683 chr3 142461920 142462093 34
cMAR-6296 1683 chr3 142542659 142542760 34
cMAR-6947 1683 chr3 142497011 142497119 34
cMAR-7432 1683 chr3 142384519 142384689 34
cMAR-8411 1683 chr3 142512254 142512473 34
cMAR-8934 1683 chr3 142425213 142425346 34
cMAR-9739 1683 chr3 142505135 142505314 34
cMAR-10134 1683 chr3 142513496 142513645 34
cMAR-10327 1683 chr3 142465096 142465248 34
cMAR-10786 1683 chr3 142538479 142538638 34
cMAR-10825 1683 chr3 142553626 142553746 34
cMAR-12342 1683 chr3 142515389 142515530 34
cMAR-12408 1683 chr3 142370482 142370624 34
cMAR-12466 1683 chr3 142418498 142418641 34
cMAR-13820 1683 chr3 142458956 142459121 34
cMAR-14814 1683 chr3 142469333 142469580 34
cMAR-15622 1683 chr3 142540900 142541038 34
cMAR-16170 1683 chr3 142523988 142524212 34
cMAR-16415 1683 chr3 142375794 142375950 34
cMAR-16496 1683 chr3 142457601 142457759 34
cMAR-16762 1683 chr3 142403863 142404029 34
cMAR-16966 1683 chr3 142312593 142312766 34
cMAR-17693 1683 chr3 142503357 142503461 34
cMAR-18108 1683 chr3 142356902 142357130 34
cMAR-18950 1683 chr3 142376473 142376618 34
cMAR-20204 1683 chr3 142562287 142562841 34
cMAR-242 5038 chr15 52125943 52126047 33
cMAR-377 5038 chr15 52184548 52184680 33
cMAR-968 5038 chr15 52336457 52336574 33
cMAR-1997 5038 chr15 52205811 52205976 33
cMAR-2395 5038 chr15 52389233 52389366 33
cMAR-2418 5038 chr15 52223542 52223720 33
cMAR-2529 5038 chr15 52204863 52205150 33
cMAR-2570 5038 chr15 52319056 52319345 33
cMAR-2617 5038 chr15 52428392 52428576 33
cMAR-2919 5038 chr15 52391928 52392074 33
cMAR-2955 5038 chr15 52278878 52279025 33
cMAR-3391 5038 chr15 52239731 52239888 33
cMAR-3592 5038 chr15 52321354 52321515 33
cMAR-3732 5038 chr15 52330343 52330508 33
cMAR-3790 5038 chr15 52353869 52354017 33
cMAR-4342 5038 chr15 52196307 52196487 33
cMAR-4522 5038 chr15 52247455 52247598 33
cMAR-4602 5038 chr15 52375299 52375464 33
cMAR-5580 5038 chr15 52313695 52313857 33
cMAR-6501 5038 chr15 52340191 52340397 33
cMAR-6917 5038 chr15 52275561 52275722 33
cMAR-7005 5038 chr15 52372122 52372366 33
cMAR-7031 5038 chr15 52211725 52211888 33
cMAR-7671 5038 chr15 52416140 52416314 33
cMAR-10531 5038 chr15 52364549 52364704 33
cMAR-13318 5038 chr15 52408054 52408158 33
cMAR-13339 5038 chr15 52370164 52370425 33
cMAR-13722 5038 chr15 52327846 52328009 33
cMAR-14093 5038 chr15 52384213 52384326 33
cMAR-14438 5038 chr15 52351249 52351484 33
cMAR-14620 5038 chr15 52379623 52379743 33
cMAR-15934 5038 chr15 52153938 52154082 33
cMAR-16951 5038 chr15 52337731 52337903 33
cMAR-82 571 chr1 205187414 205187549 32
cMAR-116 571 chr1 205067098 205067253 32
cMAR-394 571 chr1 205148202 205148344 32
cMAR-493 571 chr1 204954826 204954958 32
cMAR-567 571 chr1 205157268 205157396 32
cMAR-628 571 chr1 204954185 204954391 32
cMAR-882 571 chr1 205059132 205059298 32
cMAR-1291 571 chr1 205161252 205161404 32
cMAR-1568 571 chr1 205009555 205009693 32
cMAR-2027 571 chr1 204974648 204974828 32
cMAR-2097 571 chr1 205159542 205159682 32
cMAR-2899 571 chr1 205059576 205059689 32
cMAR-3786 571 chr1 205058177 205058362 32
cMAR-4032 571 chr1 205187579 205187809 32
cMAR-4186 571 chr1 204973287 204973424 32
cMAR-4403 571 chr1 205150677 205150798 32
cMAR-5016 571 chr1 205114784 205114979 32
cMAR-5237 571 chr1 204987415 204987526 32
cMAR-6073 571 chr1 205169642 205169839 32
cMAR-6498 571 chr1 205058565 205058668 32
cMAR-6747 571 chr1 205096678 205096916 32
cMAR-6789 571 chr1 205163720 205163959 32
cMAR-8281 571 chr1 205162031 205162216 32
cMAR-9645 571 chr1 205062431 205062573 32
cMAR-10548 571 chr1 204968795 204968989 32
cMAR-12304 571 chr1 204970613 204970753 32
cMAR-13669 571 chr1 205001141 205001303 32
cMAR-13894 571 chr1 205103855 205104021 32
cMAR-14194 571 chr1 205099904 205100075 32
cMAR-14985 571 chr1 205098986 205099112 32
cMAR-16519 571 chr1 205016304 205016541 32
cMAR-18739 571 chr1 205094808 205095079 32
cMAR-256 3622 chr10 71778187 71778308 31
cMAR-354 3622 chr10 71813231 71813353 31
cMAR-364 3622 chr10 71677454 71677699 31
cMAR-507 3622 chr10 71800634 71800758 31
cMAR-731 3622 chr10 71706895 71707052 31
cMAR-954 3622 chr10 71811312 71811439 31
cMAR-1082 3622 chr10 71784284 71784428 31
cMAR-1261 3622 chr10 71785627 71785743 31
cMAR-1463 3622 chr10 71679385 71679495 31
cMAR-1488 3622 chr10 71690466 71690589 31
cMAR-1747 3622 chr10 71802895 71803078 31
cMAR-1785 3622 chr10 71645828 71645986 31
cMAR-1902 3622 chr10 71807514 71807649 31
cMAR-2115 3622 chr10 71738495 71738650 31
cMAR-3232 3622 chr10 71725370 71725524 31
cMAR-3603 3622 chr10 71784888 71785103 31
cMAR-3605 3622 chr10 71798351 71798584 31
cMAR-3658 3622 chr10 71805803 71806002 31
cMAR-4214 3622 chr10 71741691 71741927 31
cMAR-4519 3622 chr10 71682437 71682580 31
cMAR-5106 3622 chr10 71702020 71702217 31
cMAR-5866 3622 chr10 71814944 71815160 31
cMAR-6029 3622 chr10 71617203 71617350 31
cMAR-6966 3622 chr10 71740820 71740955 31
cMAR-9038 3622 chr10 71739641 71739775 31
cMAR-9639 3622 chr10 71834366 71834508 31
cMAR-13030 3622 chr10 71702547 71702699 31
cMAR-15180 3622 chr10 71809817 71810011 31
cMAR-16428 3622 chr10 71793179 71793647 31
cMAR-16838 3622 chr10 71807844 71808012 31
cMAR-17730 3622 chr10 71791129 71791338 31
cMAR-60 3635 chr10 73768808 73768913 31
cMAR-178 3635 chr10 73805584 73805773 31
cMAR-633 3635 chr10 73770944 73771085 31
cMAR-758 3635 chr10 73770278 73770477 31
cMAR-2323 3635 chr10 73847983 73848100 31
cMAR-2421 3635 chr10 73806284 73806477 31
cMAR-2532 3635 chr10 73872982 73873118 31
cMAR-2605 3635 chr10 73766347 73766546 31
cMAR-2886 3635 chr10 73802451 73802580 31
cMAR-3778 3635 chr10 73849008 73849119 31
cMAR-4325 3635 chr10 73765798 73765918 31
cMAR-4791 3635 chr10 73797778 73798073 31
cMAR-5079 3635 chr10 73803888 73804019 31
cMAR-5358 3635 chr10 73788668 73788826 31
cMAR-5641 3635 chr10 73819486 73819649 31
cMAR-6279 3635 chr10 73800638 73800764 31
cMAR-6492 3635 chr10 73817017 73817120 31
cMAR-7382 3635 chr10 73765454 73765595 31
cMAR-7616 3635 chr10 73807378 73807609 31
cMAR-7839 3635 chr10 73763488 73763606 31
cMAR-11904 3635 chr10 73763855 73763989 31
cMAR-13297 3635 chr10 73804769 73804873 31
cMAR-14014 3635 chr10 73794532 73794644 31
cMAR-14469 3635 chr10 73759683 73759801 31
cMAR-14928 3635 chr10 73808208 73808396 31
cMAR-15213 3635 chr10 73795536 73795666 31
cMAR-15606 3635 chr10 73801314 73801520 31
cMAR-17123 3635 chr10 73803572 73803752 31
cMAR-18756 3635 chr10 73847214 73847350 31
cMAR-19511 3635 chr10 73807649 73808172 31
cMAR-19632 3635 chr10 73801015 73801198 31
cMAR-525 5239 chr16 18870607 18870723 31
cMAR-1097 5239 chr16 18877125 18877236 31
cMAR-2793 5239 chr16 18798695 18798837 31
cMAR-3476 5239 chr16 18817286 18817480 31
cMAR-5414 5239 chr16 18797919 18798055 31
cMAR-5746 5239 chr16 18847448 18847613 31
cMAR-5786 5239 chr16 18869100 18869313 31
cMAR-6371 5239 chr16 18858167 18858294 31
cMAR-6601 5239 chr16 18882160 18882342 31
cMAR-8669 5239 chr16 18871359 18871488 31
cMAR-8899 5239 chr16 18837249 18837447 31
cMAR-9865 5239 chr16 18828029 18828174 31
cMAR-10711 5239 chr16 18829922 18830119 31
cMAR-11120 5239 chr16 18819498 18819662 31
cMAR-11677 5239 chr16 18816366 18816540 31
cMAR-11941 5239 chr16 18889366 18889590 31
cMAR-12386 5239 chr16 18876123 18876406 31
cMAR-12781 5239 chr16 18852065 18852213 31
cMAR-14094 5239 chr16 18838350 18838463 31
cMAR-14646 5239 chr16 18836356 18836537 31
cMAR-14989 5239 chr16 18842205 18842457 31
cMAR-15385 5239 chr16 18879469 18879735 31
cMAR-15736 5239 chr16 18885536 18885676 31
cMAR-15984 5239 chr16 18838550 18838695 31
cMAR-15985 5239 chr16 18892216 18892361 31
cMAR-16240 5239 chr16 18863999 18864150 31
cMAR-16325 5239 chr16 18872491 18872644 31
cMAR-16774 5239 chr16 18866616 18866782 31
cMAR-17286 5239 chr16 18811943 18812130 31
cMAR-17398 5239 chr16 18853581 18853870 31
cMAR-20166 5239 chr16 18854650 18854912 31
cMAR-647 5474 chr17 28558471 28558594 31
cMAR-1435 5474 chr17 28547671 28547853 31
cMAR-1774 5474 chr17 28631818 28631923 31
cMAR-2216 5474 chr17 28697904 28698033 31
cMAR-2540 5474 chr17 28697618 28697739 31
cMAR-2881 5474 chr17 28496447 28496592 31
cMAR-3362 5474 chr17 28637038 28637177 31
cMAR-3649 5474 chr17 28491516 28491624 31
cMAR-4859 5474 chr17 28681879 28681985 31
cMAR-5283 5474 chr17 28682725 28682859 31
cMAR-5495 5474 chr17 28554849 28555009 31
cMAR-5898 5474 chr17 28534327 28534544 31
cMAR-6352 5474 chr17 28695350 28695553 31
cMAR-6604 5474 chr17 28495718 28495822 31
cMAR-7163 5474 chr17 28632947 28633167 31
cMAR-9211 5474 chr17 28635032 28635202 31
cMAR-10806 5474 chr17 28633889 28634088 31
cMAR-12058 5474 chr17 28639893 28640029 31
cMAR-12396 5474 chr17 28574064 28574253 31
cMAR-12913 5474 chr17 28490709 28490809 31
cMAR-13514 5474 chr17 28631472 28631685 31
cMAR-14268 5474 chr17 28547993 28548108 31
cMAR-14812 5474 chr17 28618789 28618974 31
cMAR-15036 5474 chr17 28633277 28633404 31
cMAR-15759 5474 chr17 28623758 28623969 31
cMAR-16282 5474 chr17 28556824 28556976 31
cMAR-16593 5474 chr17 28634512 28634992 31
cMAR-16775 5474 chr17 28638253 28638419 31
cMAR-18413 5474 chr17 28696842 28697088 31
cMAR-18938 5474 chr17 28616613 28616757 31
cMAR-19811 5474 chr17 28683619 28683819 31
cMAR-411 1224 chr2 209939470 209939656 30
cMAR-764 1224 chr2 210025098 210025228 30
cMAR-2877 1224 chr2 209913799 209913944 30
cMAR-4383 1224 chr2 209817810 209817951 30
cMAR-4500 1224 chr2 209945843 209945945 30
cMAR-5391 1224 chr2 209954098 209954279 30
cMAR-5627 1224 chr2 209976897 209977083 30
cMAR-6558 1224 chr2 209993302 209993432 30
cMAR-6626 1224 chr2 209829230 209829387 30
cMAR-7910 1224 chr2 210028841 210028960 30
cMAR-8780 1224 chr2 210029800 210029931 30
cMAR-10279 1224 chr2 209943370 209943521 30
cMAR-10298 1224 chr2 209933820 209934009 30
cMAR-11956 1224 chr2 210019661 210019796 30
cMAR-12217 1224 chr2 209918530 209918669 30
cMAR-12802 1224 chr2 209945049 209945198 30
cMAR-13455 1224 chr2 209904759 209904971 30
cMAR-13972 1224 chr2 209816903 209817126 30
cMAR-14053 1224 chr2 210015964 210016133 30
cMAR-14347 1224 chr2 209839210 209839443 30
cMAR-15575 1224 chr2 209941218 209941492 30
cMAR-15620 1224 chr2 209967436 209967643 30
cMAR-15658 1224 chr2 209982184 209982323 30
cMAR-16344 1224 chr2 209877951 209878182 30
cMAR-17215 1224 chr2 209849449 209849633 30
cMAR-19061 1224 chr2 209880950 209881100 30
cMAR-19804 1224 chr2 209978515 209978715 30
cMAR-19819 1224 chr2 209976103 209976304 30
cMAR-20215 1224 chr2 209813567 209813846 30
cMAR-20248 1224 chr2 209970780 209971072 30
cMAR-28 3852 chr11 17460513 17460656 29
cMAR-183 3852 chr11 17531397 17531545 29
cMAR-300 3852 chr11 17395605 17395722 29
cMAR-310 3852 chr11 17394264 17394406 29
cMAR-425 3852 chr11 17645741 17645945 29
cMAR-587 3852 chr11 17642125 17642245 29
cMAR-592 3852 chr11 17395168 17395279 29
cMAR-839 3852 chr11 17561659 17561813 29
cMAR-1029 3852 chr11 17406940 17407135 29
cMAR-1522 3852 chr11 17461581 17461829 29
cMAR-1952 3852 chr11 17522779 17522929 29
cMAR-2228 3852 chr11 17470098 17470213 29
cMAR-2283 3852 chr11 17505821 17505966 29
cMAR-3284 3852 chr11 17442714 17442886 29
cMAR-3811 3852 chr11 17408390 17408520 29
cMAR-3839 3852 chr11 17586476 17586588 29
cMAR-3877 3852 chr11 17474880 17475030 29
cMAR-4000 3852 chr11 17430809 17430962 29
cMAR-5425 3852 chr11 17553363 17553522 29
cMAR-5873 3852 chr11 17629178 17629322 29
cMAR-7234 3852 chr11 17398333 17398444 29
cMAR-8200 3852 chr11 17570210 17570394 29
cMAR-8679 3852 chr11 17387036 17387262 29
cMAR-9191 3852 chr11 17396914 17397050 29
cMAR-9326 3852 chr11 17569154 17569292 29
cMAR-10012 3852 chr11 17531149 17531296 29
cMAR-10078 3852 chr11 17635607 17635718 29
cMAR-10693 3852 chr11 17560706 17560824 29
cMAR-13686 3852 chr11 17387283 17388094 29
cMAR-393 4395 chr12 88092675 88092842 29
cMAR-875 4395 chr12 88063980 88064125 29
cMAR-971 4395 chr12 88160677 88160858 29
cMAR-1119 4395 chr12 88109063 88109186 29
cMAR-1692 4395 chr12 88077690 88077922 29
cMAR-1879 4395 chr12 88043597 88043718 29
cMAR-2402 4395 chr12 88071771 88071919 29
cMAR-2803 4395 chr12 88172584 88172758 29
cMAR-3046 4395 chr12 88026479 88026612 29
cMAR-3758 4395 chr12 88125243 88125372 29
cMAR-4173 4395 chr12 88120994 88121170 29
cMAR-4962 4395 chr12 88106672 88106909 29
cMAR-5281 4395 chr12 88174603 88174737 29
cMAR-5663 4395 chr12 88093768 88093978 29
cMAR-5908 4395 chr12 88111692 88111861 29
cMAR-6007 4395 chr12 87998029 87998200 29
cMAR-6033 4395 chr12 88148313 88148509 29
cMAR-9724 4395 chr12 88086035 88086178 29
cMAR-9797 4395 chr12 88083025 88083241 29
cMAR-9920 4395 chr12 88102832 88103014 29
cMAR-10430 4395 chr12 88089030 88089490 29
cMAR-11791 4395 chr12 88068516 88068648 29
cMAR-14021 4395 chr12 88049248 88049416 29
cMAR-14407 4395 chr12 88096886 88097003 29
cMAR-14428 4395 chr12 88046804 88046980 29
cMAR-16812 4395 chr12 88192593 88192844 29
cMAR-16841 4395 chr12 88087778 88087946 29
cMAR-16979 4395 chr12 88166328 88166588 29
cMAR-18081 4395 chr12 88188841 88188954 29
cMAR-196 4828 chr14 67777596 67777739 29
cMAR-392 4828 chr14 67805450 67805600 29
cMAR-418 4828 chr14 67885867 67885994 29
cMAR-482 4828 chr14 67789330 67789601 29
cMAR-1170 4828 chr14 67755944 67756148 29
cMAR-1607 4828 chr14 67804116 67804268 29
cMAR-2506 4828 chr14 67729189 67729384 29
cMAR-2550 4828 chr14 67733743 67733849 29
cMAR-2626 4828 chr14 67748474 67748643 29
cMAR-2705 4828 chr14 67784331 67784440 29
cMAR-2811 4828 chr14 67726049 67726160 29
cMAR-3882 4828 chr14 67761363 67761588 29
cMAR-5822 4828 chr14 67825462 67825581 29
cMAR-5832 4828 chr14 67648044 67648187 29
cMAR-5938 4828 chr14 67762197 67762415 29
cMAR-6247 4828 chr14 67766225 67766451 29
cMAR-6547 4828 chr14 67790570 67790777 29
cMAR-7684 4828 chr14 67783022 67783255 29
cMAR-8530 4828 chr14 67802126 67802253 29
cMAR-8552 4828 chr14 67887019 67887210 29
cMAR-8826 4828 chr14 67725097 67725261 29
cMAR-10802 4828 chr14 67659726 67659925 29
cMAR-11339 4828 chr14 67692929 67693055 29
cMAR-12305 4828 chr14 67769594 67769734 29
cMAR-12729 4828 chr14 67754068 67754215 29
cMAR-12814 4828 chr14 67864993 67865142 29
cMAR-15676 4828 chr14 67806541 67806680 29
cMAR-16000 4828 chr14 67726978 67727196 29
cMAR-18254 4828 chr14 67691135 67691253 29
cMAR-57 5572 chr17 50657059 50657186 29
cMAR-495 5572 chr17 50605894 50606026 29
cMAR-713 5572 chr17 50569683 50569809 29
cMAR-754 5572 chr17 50569163 50569302 29
cMAR-896 5572 chr17 50590469 50590625 29
cMAR-1939 5572 chr17 50554249 50554453 29
cMAR-2102 5572 chr17 50669350 50669532 29
cMAR-2568 5572 chr17 50549040 50549192 29
cMAR-2759 5572 chr17 50615359 50615516 29
cMAR-3498 5572 chr17 50600723 50600829 29
cMAR-6407 5572 chr17 50741099 50741252 29
cMAR-6608 5572 chr17 50568854 50568984 29
cMAR-6994 5572 chr17 50573019 50573127 29
cMAR-7014 5572 chr17 50696935 50697125 29
cMAR-7441 5572 chr17 50607824 50608079 29
cMAR-7553 5572 chr17 50551985 50552186 29
cMAR-7806 5572 chr17 50575540 50575746 29
cMAR-8192 5572 chr17 50572705 50572858 29
cMAR-8611 5572 chr17 50591433 50591625 29
cMAR-9308 5572 chr17 50746538 50746710 29
cMAR-9341 5572 chr17 50549982 50550120 29
cMAR-10101 5572 chr17 50576044 50576229 29
cMAR-10296 5572 chr17 50617423 50617574 29
cMAR-10512 5572 chr17 50616273 50616389 29
cMAR-14038 5572 chr17 50536554 50537060 29
cMAR-14069 5572 chr17 50571875 50572044 29
cMAR-14667 5572 chr17 50594966 50595087 29
cMAR-16659 5572 chr17 50548808 50548970 29
cMAR-17771 5572 chr17 50618028 50618133 29
cMAR-1122 23 chr1 12318226 12318338 28
cMAR-1351 23 chr1 12308541 12308648 28
cMAR-2033 23 chr1 12275984 12276303 28
cMAR-2198 23 chr1 12460199 12460399 28
cMAR-2342 23 chr1 12277699 12277919 28
cMAR-2855 23 chr1 12401599 12401711 28
cMAR-4256 23 chr1 12355895 12356093 28
cMAR-4732 23 chr1 12299200 12299389 28
cMAR-5089 23 chr1 12400180 12400333 28
cMAR-5498 23 chr1 12363068 12363251 28
cMAR-5623 23 chr1 12283428 12283637 28
cMAR-5893 23 chr1 12277390 12277679 28
cMAR-7936 23 chr1 12333224 12333373 28
cMAR-7985 23 chr1 12358457 12358607 28
cMAR-8048 23 chr1 12362707 12362858 28
cMAR-8864 23 chr1 12290996 12291128 28
cMAR-10844 23 chr1 12403819 12403979 28
cMAR-10897 23 chr1 12321807 12321968 28
cMAR-10923 23 chr1 12318070 12318191 28
cMAR-11659 23 chr1 12314113 12314330 28
cMAR-12224 23 chr1 12415085 12415224 28
cMAR-12225 23 chr1 12455996 12456135 28
cMAR-12254 23 chr1 12382974 12383160 28
cMAR-12435 23 chr1 12282930 12283404 28
cMAR-15663 23 chr1 12270992 12271131 28
cMAR-15713 23 chr1 12276328 12276678 28
cMAR-16439 23 chr1 12276817 12277364 28
cMAR-18928 23 chr1 12345372 12345516 28
cMAR-2338 1498 chr3 57444690 57444822 28
cMAR-3522 1498 chr3 57366723 57366936 28
cMAR-4065 1498 chr3 57428631 57428824 28
cMAR-6020 1498 chr3 57433364 57433511 28
cMAR-6793 1498 chr3 57404964 57405150 28
cMAR-6945 1498 chr3 57575541 57575676 28
cMAR-7130 1498 chr3 57504015 57504207 28
cMAR-7980 1498 chr3 57363592 57363802 28
cMAR-8295 1498 chr3 57405768 57405985 28
cMAR-9009 1498 chr3 57386439 57386606 28
cMAR-9737 1498 chr3 57357172 57357351 28
cMAR-10890 1498 chr3 57391867 57392068 28
cMAR-11030 1498 chr3 57446534 57446697 28
cMAR-11369 1498 chr3 57375366 57375535 28
cMAR-11463 1498 chr3 57458094 57458222 28
cMAR-11879 1498 chr3 57559560 57560006 28
cMAR-12925 1498 chr3 57507640 57507841 28
cMAR-12940 1498 chr3 57415425 57415576 28
cMAR-13237 1498 chr3 57296832 57296987 28
cMAR-14588 1498 chr3 57309146 57309266 28
cMAR-14676 1498 chr3 57413737 57413919 28
cMAR-15346 1498 chr3 57403305 57403504 28
cMAR-16222 1498 chr3 57352080 57352231 28
cMAR-17942 1498 chr3 57556752 57556862 28
cMAR-18540 1498 chr3 57445168 57445424 28
cMAR-18746 1498 chr3 57454773 57454909 28
cMAR-19707 1498 chr3 57433642 57433833 28
cMAR-20443 1498 chr3 57571324 57572319 28
cMAR-3669 4321 chr12 56225370 56225515 27
cMAR-4421 4321 chr12 56326311 56326412 27
cMAR-5379 4321 chr12 56322610 56322723 27
cMAR-6152 4321 chr12 56245375 56245599 27
cMAR-6219 4321 chr12 56143024 56143149 27
cMAR-6220 4321 chr12 56234822 56234947 27
cMAR-7580 4321 chr12 56253283 56253398 27
cMAR-7805 4321 chr12 56324291 56324497 27
cMAR-9225 4321 chr12 56255782 56255987 27
cMAR-9286 4321 chr12 56323498 56323601 27
cMAR-9496 4321 chr12 56172932 56173037 27
cMAR-11454 4321 chr12 56273587 56273800 27
cMAR-11868 4321 chr12 56159973 56160151 27
cMAR-14845 4321 chr12 56325333 56325457 27
cMAR-14976 4321 chr12 56325005 56325131 27
cMAR-15163 4321 chr12 56132207 56132336 27
cMAR-15485 4321 chr12 56181702 56181837 27
cMAR-15565 4321 chr12 56248021 56248226 27
cMAR-16203 4321 chr12 56254573 56254723 27
cMAR-16234 4321 chr12 56155053 56155204 27
cMAR-17149 4321 chr12 56275994 56276175 27
cMAR-17622 4321 chr12 56318232 56318437 27
cMAR-17648 4321 chr12 56099646 56099749 27
cMAR-18317 4321 chr12 56314849 56314969 27
cMAR-19028 4321 chr12 56319619 56319767 27
cMAR-19197 4321 chr12 56274997 56275152 27
cMAR-19926 4321 chr12 56311207 56311418 27
cMAR-4667 4650 chr13 77194149 77194253 27
cMAR-5236 4650 chr13 77062590 77062701 27
cMAR-6383 4650 chr13 77185100 77185380 27
cMAR-6594 4650 chr13 77140844 77140948 27
cMAR-6634 4650 chr13 77263646 77263803 27
cMAR-8325 4650 chr13 77064613 77064737 27
cMAR-9024 4650 chr13 77181699 77181933 27
cMAR-9254 4650 chr13 77061660 77061797 27
cMAR-10266 4650 chr13 77288157 77288383 27
cMAR-11908 4650 chr13 77205252 77205386 27
cMAR-11991 4650 chr13 77168425 77168650 27
cMAR-12181 4650 chr13 77061166 77061304 27
cMAR-13666 4650 chr13 77150727 77150835 27
cMAR-14852 4650 chr13 77166316 77166564 27
cMAR-14982 4650 chr13 77095353 77095605 27
cMAR-16395 4650 chr13 77087482 77087637 27
cMAR-16620 4650 chr13 77251149 77251310 27
cMAR-17082 4650 chr13 77260423 77260601 27
cMAR-18185 4650 chr13 77243047 77243163 27
cMAR-18470 4650 chr13 77270292 77270542 27
cMAR-18832 4650 chr13 77176494 77176633 27
cMAR-19119 4650 chr13 77097366 77099036 27
cMAR-19306 4650 chr13 77211163 77211324 27
cMAR-19451 4650 chr13 77081831 77082000 27
cMAR-19623 4650 chr13 77157934 77158116 27
cMAR-19799 4650 chr13 77185868 77186067 27
cMAR-20309 4650 chr13 77118253 77118582 27
cMAR-1339 4965 chr15 33662150 33662446 27
cMAR-1362 4965 chr15 33771915 33772165 27
cMAR-1444 4965 chr15 33644303 33644522 27
cMAR-1956 4965 chr15 33696224 33696497 27
cMAR-2567 4965 chr15 33634584 33634736 27
cMAR-2934 4965 chr15 33739822 33740001 27
cMAR-4371 4965 chr15 33636374 33636555 27
cMAR-4424 4965 chr15 33613180 33613382 27
cMAR-4764 4965 chr15 33726383 33726509 27
cMAR-5163 4965 chr15 33700975 33701085 27
cMAR-5513 4965 chr15 33731472 33731701 27
cMAR-5626 4965 chr15 33663534 33663743 27
cMAR-5723 4965 chr15 33816828 33816969 27
cMAR-5733 4965 chr15 33635613 33635825 27
cMAR-7181 4965 chr15 33722713 33722906 27
