group	group_name	seqnames	start	end	width	strand	element_accelerated_ranking_name
238	NA	chr8	115448336	115448498	163	*	ncAvAR-238
238	NA	chr8	115448501	115448545	45	*	ncAvAR-238
239	NA	chr11	132177323	132177363	41	*	ncAvAR-239
239	NA	chr11	132177369	132177384	16	*	ncAvAR-239
239	NA	chr11	132177387	132177397	11	*	ncAvAR-239
239	NA	chr11	132177398	132177403	6	*	ncAvAR-239
239	NA	chr11	132177404	132177473	70	*	ncAvAR-239
239	NA	chr11	132177476	132177495	20	*	ncAvAR-239
241	NA	chr3	59817021	59817024	4	*	ncAvAR-241
241	NA	chr3	59817025	59817046	22	*	ncAvAR-241
241	NA	chr3	59817047	59817201	155	*	ncAvAR-241
243	NA	chr7	102094276	102094299	24	*	ncAvAR-243
243	NA	chr7	102094300	102094314	15	*	ncAvAR-243
243	NA	chr7	102094322	102094335	14	*	ncAvAR-243
243	NA	chr7	102094337	102094407	71	*	ncAvAR-243
244	NA	chr10	34379723	34379856	134	*	ncAvAR-244
244	NA	chr10	34379675	34379721	47	*	ncAvAR-244
244	NA	chr10	34379605	34379673	69	*	ncAvAR-244
245	NA	chr6	19666109	19666119	11	*	ncAvAR-245
245	NA	chr6	19666100	19666105	6	*	ncAvAR-245
245	NA	chr6	19666082	19666099	18	*	ncAvAR-245
245	NA	chr6	19666054	19666078	25	*	ncAvAR-245
245	NA	chr6	19666013	19666052	40	*	ncAvAR-245
245	NA	chr6	19665925	19666011	87	*	ncAvAR-245
247	NA	chr2	8266951	8266982	32	*	ncAvAR-247
247	NA	chr2	8266986	8266998	13	*	ncAvAR-247
247	NA	chr2	8267001	8267027	27	*	ncAvAR-247
247	NA	chr2	8267029	8267155	127	*	ncAvAR-247
247	NA	chr2	8267156	8267199	44	*	ncAvAR-247
249	NA	chr2	100298830	100298955	126	*	ncAvAR-249
251	NA	chr12	16072749	16072953	205	*	ncAvAR-251
251	NA	chr12	16072954	16072982	29	*	ncAvAR-251
251	NA	chr12	16072990	16073007	18	*	ncAvAR-251
253	NA	chr2	99930629	99930651	23	*	ncAvAR-253
253	NA	chr2	99930652	99930697	46	*	ncAvAR-253
253	NA	chr2	99930701	99930803	103	*	ncAvAR-253
253	NA	chr2	99930805	99930809	5	*	ncAvAR-253
253	NA	chr2	99930811	99930848	38	*	ncAvAR-253
253	NA	chr2	99930849	99930902	54	*	ncAvAR-253
253	NA	chr2	99930903	99930969	67	*	ncAvAR-253
253	NA	chr2	99930970	99930990	21	*	ncAvAR-253
253	NA	chr2	99930993	99931000	8	*	ncAvAR-253
254	NA	chr8	1383906	1383933	28	*	ncAvAR-254
254	NA	chr8	1383877	1383905	29	*	ncAvAR-254
254	NA	chr8	1383818	1383876	59	*	ncAvAR-254
254	NA	chr8	1383776	1383811	36	*	ncAvAR-254
255	NA	chr22	40924360	40924488	129	*	ncAvAR-255
257	NA	chr15	65920517	65920536	20	*	ncAvAR-257
258	NA	chr8	64777939	64777944	6	*	ncAvAR-258
258	NA	chr8	64777954	64777983	30	*	ncAvAR-258
258	NA	chr8	64777994	64778007	14	*	ncAvAR-258
258	NA	chr8	64778010	64778159	150	*	ncAvAR-258
258	NA	chr8	64778164	64778178	15	*	ncAvAR-258
258	NA	chr8	64778190	64778218	29	*	ncAvAR-258
258	NA	chr8	64778220	64778233	14	*	ncAvAR-258
258	NA	chr8	64778258	64778259	2	*	ncAvAR-258
259	NA	chr3	35197740	35197776	37	*	ncAvAR-259
259	NA	chr3	35197778	35197915	138	*	ncAvAR-259
259	NA	chr3	35197916	35197936	21	*	ncAvAR-259
259	NA	chr3	35197937	35197951	15	*	ncAvAR-259
259	NA	chr3	35197952	35197964	13	*	ncAvAR-259
259	NA	chr3	35197965	35197973	9	*	ncAvAR-259
259	NA	chr3	35197974	35197977	4	*	ncAvAR-259
260	NA	chr3	66663008	66663110	103	*	ncAvAR-260
260	NA	chr3	66663111	66663121	11	*	ncAvAR-260
260	NA	chr3	66663136	66663146	11	*	ncAvAR-260
261	NA	chr9	126024520	126024531	12	*	ncAvAR-261
261	NA	chr9	126024532	126024632	101	*	ncAvAR-261
261	NA	chr9	126024636	126024647	12	*	ncAvAR-261
263	NA	chr8	64558909	64558978	70	*	ncAvAR-263
263	NA	chr8	64558979	64559104	126	*	ncAvAR-263
263	NA	chr8	64559105	64559115	11	*	ncAvAR-263
263	NA	chr8	64559120	64559134	15	*	ncAvAR-263
264	NA	chr2	43912975	43912976	2	*	ncAvAR-264
264	NA	chr2	43912980	43913044	65	*	ncAvAR-264
264	NA	chr2	43913045	43913115	71	*	ncAvAR-264
264	NA	chr2	43913117	43913239	123	*	ncAvAR-264
265	NA	chr7	156028126	156028133	8	*	ncAvAR-265
265	NA	chr7	156028135	156028151	17	*	ncAvAR-265
265	NA	chr7	156028152	156028177	26	*	ncAvAR-265
265	NA	chr7	156028179	156028315	137	*	ncAvAR-265
265	NA	chr7	156028317	156028359	43	*	ncAvAR-265
265	NA	chr7	156028360	156028387	28	*	ncAvAR-265
266	NA	chr7	35375001	35375098	98	*	ncAvAR-266
266	NA	chr7	35374973	35374999	27	*	ncAvAR-266
269	NA	chr3	71300546	71300711	166	*	ncAvAR-269
269	NA	chr3	71300712	71300731	20	*	ncAvAR-269
270	NA	chr11	33937402	33937403	2	*	ncAvAR-270
270	NA	chr11	33937405	33937510	106	*	ncAvAR-270
270	NA	chr11	33937511	33937560	50	*	ncAvAR-270
270	NA	chr11	33937562	33937585	24	*	ncAvAR-270
270	NA	chr11	33937586	33937594	9	*	ncAvAR-270
271	NA	chr10	92655244	92655263	20	*	ncAvAR-271
271	NA	chr10	92655268	92655283	16	*	ncAvAR-271
271	NA	chr10	92655284	92655309	26	*	ncAvAR-271
271	NA	chr10	92655310	92655349	40	*	ncAvAR-271
271	NA	chr10	92655350	92655409	60	*	ncAvAR-271
271	NA	chr10	92655410	92655424	15	*	ncAvAR-271
271	NA	chr10	92655425	92655437	13	*	ncAvAR-271
271	NA	chr10	92655440	92655447	8	*	ncAvAR-271
274	NA	chr12	27920033	27920133	101	*	ncAvAR-274
274	NA	chr12	27920134	27920257	124	*	ncAvAR-274
274	NA	chr12	27920258	27920344	87	*	ncAvAR-274
274	NA	chr12	27920354	27920410	57	*	ncAvAR-274
274	NA	chr12	27920411	27920422	12	*	ncAvAR-274
274	NA	chr12	27920423	27920430	8	*	ncAvAR-274
275	NA	chr8	61013597	61013731	135	*	ncAvAR-275
276	NA	chr12	105523385	105523509	125	*	ncAvAR-276
276	NA	chr12	105523283	105523383	101	*	ncAvAR-276
276	NA	chr12	105523273	105523281	9	*	ncAvAR-276
276	NA	chr12	105523231	105523271	41	*	ncAvAR-276
276	NA	chr12	105523212	105523229	18	*	ncAvAR-276
276	NA	chr12	105523189	105523205	17	*	ncAvAR-276
278	NA	chr12	16183768	16183792	25	*	ncAvAR-278
278	NA	chr12	16183793	16183802	10	*	ncAvAR-278
278	NA	chr12	16183803	16183828	26	*	ncAvAR-278
278	NA	chr12	16183835	16183965	131	*	ncAvAR-278
278	NA	chr12	16183967	16184006	40	*	ncAvAR-278
279	NA	chr15	97078512	97078647	136	*	ncAvAR-279
282	NA	chr12	16851342	16851376	35	*	ncAvAR-282
282	NA	chr12	16851378	16851395	18	*	ncAvAR-282
282	NA	chr12	16851396	16851433	38	*	ncAvAR-282
282	NA	chr12	16851434	16851551	118	*	ncAvAR-282
282	NA	chr12	16851552	16851595	44	*	ncAvAR-282
282	NA	chr12	16851597	16851608	12	*	ncAvAR-282
282	NA	chr12	16851609	16851610	2	*	ncAvAR-282
285	NA	chr6	7111460	7111583	124	*	ncAvAR-285
285	NA	chr6	7111444	7111456	13	*	ncAvAR-285
289	NA	chr8	140572807	140572936	130	*	ncAvAR-289
289	NA	chr8	140572940	140572947	8	*	ncAvAR-289
291	NA	chr15	96294489	96294505	17	*	ncAvAR-291
291	NA	chr15	96294506	96294547	42	*	ncAvAR-291
291	NA	chr15	96294548	96294700	153	*	ncAvAR-291
291	NA	chr15	96294703	96294765	63	*	ncAvAR-291
291	NA	chr15	96294766	96294797	32	*	ncAvAR-291
291	NA	chr15	96294798	96294845	48	*	ncAvAR-291
291	NA	chr15	96294846	96294861	16	*	ncAvAR-291
291	NA	chr15	96294862	96294913	52	*	ncAvAR-291
291	NA	chr15	96294918	96294928	11	*	ncAvAR-291
291	NA	chr15	96294929	96294942	14	*	ncAvAR-291
291	NA	chr15	96294943	96294951	9	*	ncAvAR-291
292	NA	chr3	18619047	18619052	6	*	ncAvAR-292
292	NA	chr3	18619053	18619064	12	*	ncAvAR-292
292	NA	chr3	18619066	18619083	18	*	ncAvAR-292
292	NA	chr3	18619084	18619182	99	*	ncAvAR-292
292	NA	chr3	18619183	18619283	101	*	ncAvAR-292
292	NA	chr3	18619284	18619310	27	*	ncAvAR-292
292	NA	chr3	18619312	18619363	52	*	ncAvAR-292
292	NA	chr3	18619365	18619398	34	*	ncAvAR-292
292	NA	chr3	18619400	18619402	3	*	ncAvAR-292
292	NA	chr3	18619404	18619437	34	*	ncAvAR-292
293	NA	chr8	76684267	76684329	63	*	ncAvAR-293
293	NA	chr8	76684331	76684379	49	*	ncAvAR-293
293	NA	chr8	76684380	76684419	40	*	ncAvAR-293
293	NA	chr8	76684420	76684459	40	*	ncAvAR-293
295	NA	chr1	61375189	61375194	6	*	ncAvAR-295
295	NA	chr1	61375195	61375214	20	*	ncAvAR-295
295	NA	chr1	61375215	61375233	19	*	ncAvAR-295
295	NA	chr1	61375234	61375252	19	*	ncAvAR-295
295	NA	chr1	61375253	61375259	7	*	ncAvAR-295
295	NA	chr1	61375265	61375279	15	*	ncAvAR-295
295	NA	chr1	61375280	61375308	29	*	ncAvAR-295
295	NA	chr1	61375309	61375333	25	*	ncAvAR-295
295	NA	chr1	61375339	61375356	18	*	ncAvAR-295
296	NA	chr19	30538396	30538420	25	*	ncAvAR-296
296	NA	chr19	30538422	30538521	100	*	ncAvAR-296
296	NA	chr19	30538522	30538532	11	*	ncAvAR-296
298	NA	chr12	17649704	17649730	27	*	ncAvAR-298
298	NA	chr12	17649731	17649804	74	*	ncAvAR-298
298	NA	chr12	17649806	17649962	157	*	ncAvAR-298
298	NA	chr12	17649963	17649967	5	*	ncAvAR-298
298	NA	chr12	17649971	17649983	13	*	ncAvAR-298
299	NA	chr1	217945173	217945311	139	*	ncAvAR-299
300	NA	chr1	46450636	46450672	37	*	ncAvAR-300
300	NA	chr1	46450673	46450687	15	*	ncAvAR-300
300	NA	chr1	46450688	46450696	9	*	ncAvAR-300
300	NA	chr1	46450697	46450711	15	*	ncAvAR-300
300	NA	chr1	46450713	46450829	117	*	ncAvAR-300
300	NA	chr1	46450831	46450846	16	*	ncAvAR-300
303	NA	chr18	30698625	30698646	22	*	ncAvAR-303
303	NA	chr18	30698647	30698664	18	*	ncAvAR-303
303	NA	chr18	30698665	30698727	63	*	ncAvAR-303
303	NA	chr18	30698729	30698735	7	*	ncAvAR-303
303	NA	chr18	30698740	30698865	126	*	ncAvAR-303
303	NA	chr18	30698866	30698900	35	*	ncAvAR-303
303	NA	chr18	30698907	30698909	3	*	ncAvAR-303
304	NA	chr8	93153802	93153822	21	*	ncAvAR-304
304	NA	chr8	93153839	93153869	31	*	ncAvAR-304
304	NA	chr8	93153870	93153881	12	*	ncAvAR-304
304	NA	chr8	93153882	93154027	146	*	ncAvAR-304
304	NA	chr8	93154028	93154052	25	*	ncAvAR-304
305	NA	chr7	115384550	115384683	134	*	ncAvAR-305
305	NA	chr7	115384294	115384549	256	*	ncAvAR-305
305	NA	chr7	115384271	115384291	21	*	ncAvAR-305
305	NA	chr7	115384232	115384266	35	*	ncAvAR-305
308	NA	chr6	19929616	19929629	14	*	ncAvAR-308
308	NA	chr6	19929595	19929615	21	*	ncAvAR-308
308	NA	chr6	19929561	19929593	33	*	ncAvAR-308
308	NA	chr6	19929549	19929560	12	*	ncAvAR-308
308	NA	chr6	19929483	19929547	65	*	ncAvAR-308
308	NA	chr6	19929463	19929482	20	*	ncAvAR-308
308	NA	chr6	19929413	19929461	49	*	ncAvAR-308
309	NA	chr8	92855415	92855426	12	*	ncAvAR-309
309	NA	chr8	92855427	92855434	8	*	ncAvAR-309
309	NA	chr8	92855437	92855465	29	*	ncAvAR-309
309	NA	chr8	92855469	92855491	23	*	ncAvAR-309
309	NA	chr8	92855492	92855513	22	*	ncAvAR-309
309	NA	chr8	92855515	92855557	43	*	ncAvAR-309
310	NA	chr4	134538834	134538837	4	*	ncAvAR-310
310	NA	chr4	134538838	134538847	10	*	ncAvAR-310
310	NA	chr4	134538855	134538871	17	*	ncAvAR-310
310	NA	chr4	134538879	134538914	36	*	ncAvAR-310
310	NA	chr4	134538924	134538947	24	*	ncAvAR-310
310	NA	chr4	134538948	134538967	20	*	ncAvAR-310
310	NA	chr4	134538970	134538986	17	*	ncAvAR-310
310	NA	chr4	134538987	134539171	185	*	ncAvAR-310
310	NA	chr4	134539173	134539213	41	*	ncAvAR-310
311	NA	chr7	4148180	4148251	72	*	ncAvAR-311
311	NA	chr7	4148252	4148275	24	*	ncAvAR-311
311	NA	chr7	4148276	4148393	118	*	ncAvAR-311
313	NA	chr14	98268002	98268103	102	*	ncAvAR-313
313	NA	chr14	98268105	98268163	59	*	ncAvAR-313
313	NA	chr14	98268167	98268186	20	*	ncAvAR-313
313	NA	chr14	98268188	98268223	36	*	ncAvAR-313
313	NA	chr14	98268226	98268292	67	*	ncAvAR-313
315	NA	chr8	101607686	101607712	27	*	ncAvAR-315
315	NA	chr8	101607715	101607806	92	*	ncAvAR-315
315	NA	chr8	101607807	101607859	53	*	ncAvAR-315
316	NA	chr18	25113702	25113704	3	*	ncAvAR-316
316	NA	chr18	25113707	25113722	16	*	ncAvAR-316
316	NA	chr18	25113824	25113972	149	*	ncAvAR-316
316	NA	chr18	25113974	25113989	16	*	ncAvAR-316
316	NA	chr18	25113994	25114009	16	*	ncAvAR-316
316	NA	chr18	25114010	25114099	90	*	ncAvAR-316
317	NA	chr8	115424034	115424042	9	*	ncAvAR-317
317	NA	chr8	115424051	115424066	16	*	ncAvAR-317
317	NA	chr8	115424067	115424076	10	*	ncAvAR-317
317	NA	chr8	115424079	115424184	106	*	ncAvAR-317
319	NA	chr12	85101415	85101431	17	*	ncAvAR-319
319	NA	chr12	85101432	85101449	18	*	ncAvAR-319
319	NA	chr12	85101455	85101479	25	*	ncAvAR-319
319	NA	chr12	85101480	85101589	110	*	ncAvAR-319
319	NA	chr12	85101590	85101623	34	*	ncAvAR-319
319	NA	chr12	85101627	85101636	10	*	ncAvAR-319
320	NA	chr22	42290096	42290102	7	*	ncAvAR-320
320	NA	chr22	42290084	42290095	12	*	ncAvAR-320
320	NA	chr22	42290078	42290081	4	*	ncAvAR-320
320	NA	chr22	42290062	42290077	16	*	ncAvAR-320
320	NA	chr22	42289890	42290059	170	*	ncAvAR-320
320	NA	chr22	42289861	42289889	29	*	ncAvAR-320
322	NA	chr11	16291905	16291988	84	*	ncAvAR-322
322	NA	chr11	16291989	16292125	137	*	ncAvAR-322
323	NA	chr10	29634898	29634930	33	*	ncAvAR-323
323	NA	chr10	29634931	29634951	21	*	ncAvAR-323
323	NA	chr10	29634953	29634966	14	*	ncAvAR-323
323	NA	chr10	29634967	29635027	61	*	ncAvAR-323
323	NA	chr10	29635029	29635063	35	*	ncAvAR-323
323	NA	chr10	29635064	29635118	55	*	ncAvAR-323
324	NA	chr7	140085412	140085463	52	*	ncAvAR-324
324	NA	chr7	140085464	140085540	77	*	ncAvAR-324
324	NA	chr7	140085541	140085554	14	*	ncAvAR-324
324	NA	chr7	140085555	140085573	19	*	ncAvAR-324
324	NA	chr7	140085574	140085600	27	*	ncAvAR-324
324	NA	chr7	140085601	140085623	23	*	ncAvAR-324
325	NA	chr4	181792994	181792998	5	*	ncAvAR-325
325	NA	chr4	181792727	181792992	266	*	ncAvAR-325
325	NA	chr4	181792678	181792723	46	*	ncAvAR-325
325	NA	chr4	181792608	181792677	70	*	ncAvAR-325
325	NA	chr4	181792573	181792607	35	*	ncAvAR-325
325	NA	chr4	181792527	181792572	46	*	ncAvAR-325
325	NA	chr4	181792513	181792519	7	*	ncAvAR-325
325	NA	chr4	181792468	181792507	40	*	ncAvAR-325
326	NA	chr5	171997071	171997074	4	*	ncAvAR-326
326	NA	chr5	171997058	171997065	8	*	ncAvAR-326
326	NA	chr5	171997014	171997056	43	*	ncAvAR-326
326	NA	chr5	171996996	171997013	18	*	ncAvAR-326
326	NA	chr5	171996941	171996983	43	*	ncAvAR-326
326	NA	chr5	171996900	171996940	41	*	ncAvAR-326
326	NA	chr5	171996859	171996899	41	*	ncAvAR-326
327	NA	chr13	106727088	106727097	10	*	ncAvAR-327
327	NA	chr13	106727064	106727087	24	*	ncAvAR-327
327	NA	chr13	106727045	106727060	16	*	ncAvAR-327
327	NA	chr13	106726517	106726555	39	*	ncAvAR-327
327	NA	chr13	106726503	106726516	14	*	ncAvAR-327
329	NA	chr7	86708710	86708725	16	*	ncAvAR-329
329	NA	chr7	86708702	86708709	8	*	ncAvAR-329
329	NA	chr7	86708680	86708701	22	*	ncAvAR-329
329	NA	chr7	86708628	86708679	52	*	ncAvAR-329
329	NA	chr7	86708600	86708627	28	*	ncAvAR-329
329	NA	chr7	86708539	86708599	61	*	ncAvAR-329
329	NA	chr7	86708451	86708532	82	*	ncAvAR-329
329	NA	chr7	86708444	86708450	7	*	ncAvAR-329
335	NA	chr5	176852516	176852630	115	*	ncAvAR-335
335	NA	chr5	176852477	176852512	36	*	ncAvAR-335
336	NA	chr5	28998548	28998567	20	*	ncAvAR-336
336	NA	chr5	28998424	28998545	122	*	ncAvAR-336
336	NA	chr5	28998412	28998422	11	*	ncAvAR-336
336	NA	chr5	28998400	28998411	12	*	ncAvAR-336
336	NA	chr5	28998391	28998398	8	*	ncAvAR-336
336	NA	chr5	28998369	28998388	20	*	ncAvAR-336
336	NA	chr5	28998337	28998368	32	*	ncAvAR-336
337	NA	chr12	97701306	97701326	21	*	ncAvAR-337
337	NA	chr12	97701327	97701379	53	*	ncAvAR-337
337	NA	chr12	97701380	97701586	207	*	ncAvAR-337
337	NA	chr12	97701588	97701628	41	*	ncAvAR-337
338	NA	chr13	35792399	35792409	11	*	ncAvAR-338
338	NA	chr13	35792363	35792396	34	*	ncAvAR-338
338	NA	chr13	35792322	35792358	37	*	ncAvAR-338
338	NA	chr13	35792240	35792320	81	*	ncAvAR-338
338	NA	chr13	35792190	35792239	50	*	ncAvAR-338
340	NA	chr7	155349135	155349251	117	*	ncAvAR-340
340	NA	chr7	155349269	155349292	24	*	ncAvAR-340
340	NA	chr7	155349304	155349316	13	*	ncAvAR-340
340	NA	chr7	155349317	155349349	33	*	ncAvAR-340
340	NA	chr7	155349350	155349385	36	*	ncAvAR-340
341	NA	chr3	86068095	86068213	119	*	ncAvAR-341
341	NA	chr3	86068081	86068094	14	*	ncAvAR-341
341	NA	chr3	86068074	86068080	7	*	ncAvAR-341
342	NA	chr6	1745753	1745913	161	*	ncAvAR-342
342	NA	chr6	1745915	1746025	111	*	ncAvAR-342
342	NA	chr6	1746028	1746136	109	*	ncAvAR-342
342	NA	chr6	1746144	1746183	40	*	ncAvAR-342
342	NA	chr6	1746184	1746214	31	*	ncAvAR-342
342	NA	chr6	1746226	1746230	5	*	ncAvAR-342
344	NA	chr2	145079625	145079636	12	*	ncAvAR-344
344	NA	chr2	145079641	145079652	12	*	ncAvAR-344
344	NA	chr2	145079656	145079662	7	*	ncAvAR-344
344	NA	chr2	145079727	145079840	114	*	ncAvAR-344
344	NA	chr2	145079841	145079905	65	*	ncAvAR-344
344	NA	chr2	145079908	145079926	19	*	ncAvAR-344
345	NA	chr16	89136236	89136410	175	*	ncAvAR-345
345	NA	chr16	89136411	89136442	32	*	ncAvAR-345
345	NA	chr16	89136443	89136480	38	*	ncAvAR-345
345	NA	chr16	89136481	89136540	60	*	ncAvAR-345
347	NA	chr13	96770028	96770049	22	*	ncAvAR-347
347	NA	chr13	96769873	96770027	155	*	ncAvAR-347
347	NA	chr13	96769826	96769872	47	*	ncAvAR-347
347	NA	chr13	96769817	96769822	6	*	ncAvAR-347
348	NA	chr18	13284920	13284926	7	*	ncAvAR-348
348	NA	chr18	13284899	13284919	21	*	ncAvAR-348
348	NA	chr18	13284820	13284897	78	*	ncAvAR-348
348	NA	chr18	13284786	13284819	34	*	ncAvAR-348
348	NA	chr18	13284774	13284785	12	*	ncAvAR-348
349	NA	chr3	70647759	70647771	13	*	ncAvAR-349
349	NA	chr3	70647775	70647797	23	*	ncAvAR-349
349	NA	chr3	70647805	70647834	30	*	ncAvAR-349
349	NA	chr3	70647835	70647846	12	*	ncAvAR-349
349	NA	chr3	70647852	70647878	27	*	ncAvAR-349
349	NA	chr3	70647879	70647920	42	*	ncAvAR-349
349	NA	chr3	70647921	70647980	60	*	ncAvAR-349
349	NA	chr3	70647982	70648018	37	*	ncAvAR-349
349	NA	chr3	70648019	70648112	94	*	ncAvAR-349
349	NA	chr3	70648114	70648157	44	*	ncAvAR-349
349	NA	chr3	70648159	70648179	21	*	ncAvAR-349
349	NA	chr3	70648180	70648184	5	*	ncAvAR-349
349	NA	chr3	70648196	70648216	21	*	ncAvAR-349
349	NA	chr3	70648217	70648245	29	*	ncAvAR-349
350	NA	chr2	142011296	142011303	8	*	ncAvAR-350
350	NA	chr2	142011305	142011608	304	*	ncAvAR-350
350	NA	chr2	142011609	142011657	49	*	ncAvAR-350
350	NA	chr2	142011659	142011674	16	*	ncAvAR-350
350	NA	chr2	142011676	142011676	1	*	ncAvAR-350
352	NA	chr6	155852057	155852062	6	*	ncAvAR-352
352	NA	chr6	155852063	155852069	7	*	ncAvAR-352
352	NA	chr6	155852070	155852086	17	*	ncAvAR-352
352	NA	chr6	155852087	155852200	114	*	ncAvAR-352
352	NA	chr6	155852201	155852344	144	*	ncAvAR-352
352	NA	chr6	155852363	155852462	100	*	ncAvAR-352
352	NA	chr6	155852466	155852502	37	*	ncAvAR-352
352	NA	chr6	155852503	155852518	16	*	ncAvAR-352
352	NA	chr6	155852520	155852527	8	*	ncAvAR-352
353	NA	chr6	156933289	156933441	153	*	ncAvAR-353
353	NA	chr6	156933442	156933481	40	*	ncAvAR-353
353	NA	chr6	156933494	156933510	17	*	ncAvAR-353
353	NA	chr6	156933514	156933522	9	*	ncAvAR-353
353	NA	chr6	156933528	156933548	21	*	ncAvAR-353
353	NA	chr6	156933549	156933606	58	*	ncAvAR-353
353	NA	chr6	156933607	156933614	8	*	ncAvAR-353
355	NA	chr12	91111282	91111300	19	*	ncAvAR-355
355	NA	chr12	91111301	91111321	21	*	ncAvAR-355
355	NA	chr12	91111322	91111341	20	*	ncAvAR-355
355	NA	chr12	91111342	91111373	32	*	ncAvAR-355
355	NA	chr12	91111388	91111522	135	*	ncAvAR-355
356	NA	chr1	54291480	54291504	25	*	ncAvAR-356
356	NA	chr1	54291505	54291580	76	*	ncAvAR-356
356	NA	chr1	54291581	54291789	209	*	ncAvAR-356
356	NA	chr1	54291793	54291797	5	*	ncAvAR-356
357	NA	chr3	181442846	181443083	238	*	ncAvAR-357
360	NA	chr2	219516623	219516623	1	*	ncAvAR-360
360	NA	chr2	219516570	219516607	38	*	ncAvAR-360
360	NA	chr2	219516553	219516569	17	*	ncAvAR-360
360	NA	chr2	219516507	219516550	44	*	ncAvAR-360
360	NA	chr2	219516454	219516506	53	*	ncAvAR-360
362	NA	chr14	68548470	68548499	30	*	ncAvAR-362
362	NA	chr14	68548358	68548469	112	*	ncAvAR-362
362	NA	chr14	68548330	68548347	18	*	ncAvAR-362
365	NA	chr13	72864861	72864920	60	*	ncAvAR-365
365	NA	chr13	72864761	72864860	100	*	ncAvAR-365
366	NA	chr7	22434099	22434191	93	*	ncAvAR-366
366	NA	chr7	22434193	22434225	33	*	ncAvAR-366
366	NA	chr7	22434227	22434251	25	*	ncAvAR-366
369	NA	chr1	44540366	44540568	203	*	ncAvAR-369
369	NA	chr1	44540574	44540612	39	*	ncAvAR-369
370	NA	chr6	147081194	147081246	53	*	ncAvAR-370
370	NA	chr6	147081247	147081340	94	*	ncAvAR-370
370	NA	chr6	147081345	147081378	34	*	ncAvAR-370
370	NA	chr6	147081379	147081381	3	*	ncAvAR-370
370	NA	chr6	147081382	147081397	16	*	ncAvAR-370
370	NA	chr6	147081398	147081429	32	*	ncAvAR-370
372	NA	chr8	91746630	91746872	243	*	ncAvAR-372
373	NA	chr13	57761357	57761358	2	*	ncAvAR-373
373	NA	chr13	57761309	57761355	47	*	ncAvAR-373
373	NA	chr13	57761034	57761308	275	*	ncAvAR-373
375	NA	chr2	161111981	161111996	16	*	ncAvAR-375
375	NA	chr2	161111917	161111980	64	*	ncAvAR-375
375	NA	chr2	161111834	161111915	82	*	ncAvAR-375
378	NA	chr14	102911285	102911295	11	*	ncAvAR-378
378	NA	chr14	102911296	102911317	22	*	ncAvAR-378
378	NA	chr14	102911318	102911346	29	*	ncAvAR-378
378	NA	chr14	102911356	102911399	44	*	ncAvAR-378
378	NA	chr14	102911400	102911418	19	*	ncAvAR-378
378	NA	chr14	102911419	102911475	57	*	ncAvAR-378
378	NA	chr14	102911476	102911497	22	*	ncAvAR-378
380	NA	chr18	75433994	75434039	46	*	ncAvAR-380
380	NA	chr18	75433958	75433993	36	*	ncAvAR-380
380	NA	chr18	75433935	75433957	23	*	ncAvAR-380
380	NA	chr18	75433870	75433933	64	*	ncAvAR-380
381	NA	chrX	83453130	83453173	44	*	ncAvAR-381
381	NA	chrX	83452972	83453119	148	*	ncAvAR-381
381	NA	chrX	83452906	83452969	64	*	ncAvAR-381
381	NA	chrX	83452855	83452902	48	*	ncAvAR-381
381	NA	chrX	83452850	83452854	5	*	ncAvAR-381
382	NA	chr3	80624311	80624321	11	*	ncAvAR-382
382	NA	chr3	80624288	80624310	23	*	ncAvAR-382
382	NA	chr3	80624276	80624286	11	*	ncAvAR-382
382	NA	chr3	80624235	80624273	39	*	ncAvAR-382
382	NA	chr3	80624085	80624232	148	*	ncAvAR-382
382	NA	chr3	80624079	80624084	6	*	ncAvAR-382
383	NA	chr3	184602086	184602118	33	*	ncAvAR-383
383	NA	chr3	184602120	184602228	109	*	ncAvAR-383
384	NA	chr6	1131946	1131954	9	*	ncAvAR-384
384	NA	chr6	1131955	1131989	35	*	ncAvAR-384
384	NA	chr6	1131990	1132019	30	*	ncAvAR-384
384	NA	chr6	1132020	1132082	63	*	ncAvAR-384
384	NA	chr6	1132083	1132098	16	*	ncAvAR-384
385	NA	chr13	96793332	96793356	25	*	ncAvAR-385
385	NA	chr13	96793289	96793330	42	*	ncAvAR-385
385	NA	chr13	96793128	96793288	161	*	ncAvAR-385
385	NA	chr13	96793113	96793126	14	*	ncAvAR-385
385	NA	chr13	96793106	96793109	4	*	ncAvAR-385
386	NA	chr5	167413989	167414015	27	*	ncAvAR-386
386	NA	chr5	167413860	167413986	127	*	ncAvAR-386
386	NA	chr5	167413683	167413858	176	*	ncAvAR-386
387	NA	chr4	23322355	23322457	103	*	ncAvAR-387
387	NA	chr4	23322348	23322353	6	*	ncAvAR-387
387	NA	chr4	23322331	23322347	17	*	ncAvAR-387
389	NA	chr5	166540403	166540559	157	*	ncAvAR-389
389	NA	chr5	166540373	166540402	30	*	ncAvAR-389
389	NA	chr5	166540322	166540372	51	*	ncAvAR-389
389	NA	chr5	166540315	166540321	7	*	ncAvAR-389
392	NA	chr4	149499468	149499481	14	*	ncAvAR-392
392	NA	chr4	149499482	149499683	202	*	ncAvAR-392
392	NA	chr4	149499684	149499710	27	*	ncAvAR-392
392	NA	chr4	149499711	149499713	3	*	ncAvAR-392
393	NA	chr5	158775313	158775433	121	*	ncAvAR-393
